ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.RunwaySimulation	runwaysimulation	1590235848237	 	3.3.1
USER	AirlineDeleteRunway	1756	START	1590235870672	1590235870672
USER	AirlineCreateRunway	1716	START	1590235870672	1590235870672
USER	AirlineListRunways	1696	START	1590235870672	1590235870672
USER	AirlineEditRunway	1736	START	1590235870672	1590235870672
REQUEST	1756		Home	1590235870673	1590235870675	OK	 
REQUEST	1696		Home	1590235870673	1590235870675	OK	 
REQUEST	1716		Home	1590235870673	1590235870675	OK	 
REQUEST	1736		Home	1590235870673	1590235870675	OK	 
REQUEST	1216		LoginAirline	1590235870682	1590235870683	OK	 
REQUEST	1236		LoginAirline	1590235870682	1590235870684	OK	 
REQUEST	1276		LoginAirline	1590235870682	1590235870684	OK	 
REQUEST	1256		LoginAirline	1590235870682	1590235870684	OK	 
REQUEST	336		request_2	1590235870693	1590235870693	OK	 
REQUEST	376		request_2	1590235870693	1590235870694	OK	 
REQUEST	356		request_2	1590235870693	1590235870694	OK	 
REQUEST	396		request_2	1590235870693	1590235870694	OK	 
REQUEST	336		request_2 Redirect 1	1590235870693	1590235870695	OK	 
REQUEST	396		request_2 Redirect 1	1590235870694	1590235870695	OK	 
REQUEST	356		request_2 Redirect 1	1590235870694	1590235870695	OK	 
REQUEST	376		request_2 Redirect 1	1590235870694	1590235870695	OK	 
USER	AirlineDeleteRunway	1757	START	1590235870722	1590235870722
USER	AirlineListRunways	1697	START	1590235870722	1590235870722
USER	AirlineCreateRunway	1717	START	1590235870722	1590235870722
USER	AirlineEditRunway	1737	START	1590235870722	1590235870722
REQUEST	1737		Home	1590235870723	1590235870725	OK	 
REQUEST	1757		Home	1590235870723	1590235870725	OK	 
REQUEST	1717		Home	1590235870723	1590235870725	OK	 
REQUEST	1697		Home	1590235870723	1590235870725	OK	 
REQUEST	1277		LoginAirline	1590235870733	1590235870733	OK	 
REQUEST	1257		LoginAirline	1590235870733	1590235870734	OK	 
REQUEST	1217		LoginAirline	1590235870733	1590235870734	OK	 
REQUEST	1237		LoginAirline	1590235870733	1590235870734	OK	 
REQUEST	397		request_2	1590235870748	1590235870748	OK	 
REQUEST	377		request_2	1590235870748	1590235870749	OK	 
REQUEST	357		request_2	1590235870748	1590235870749	OK	 
REQUEST	337		request_2	1590235870748	1590235870749	OK	 
REQUEST	397		request_2 Redirect 1	1590235870748	1590235870750	OK	 
REQUEST	357		request_2 Redirect 1	1590235870749	1590235870750	OK	 
REQUEST	337		request_2 Redirect 1	1590235870749	1590235870751	OK	 
REQUEST	377		request_2 Redirect 1	1590235870749	1590235870751	OK	 
USER	AirlineEditRunway	1738	START	1590235870767	1590235870767
USER	AirlineListRunways	1698	START	1590235870767	1590235870767
USER	AirlineCreateRunway	1718	START	1590235870767	1590235870767
USER	AirlineDeleteRunway	1758	START	1590235870767	1590235870767
REQUEST	1718		Home	1590235870768	1590235870770	OK	 
REQUEST	1738		Home	1590235870768	1590235870770	OK	 
REQUEST	1758		Home	1590235870768	1590235870770	OK	 
REQUEST	1698		Home	1590235870768	1590235870770	OK	 
REQUEST	1238		LoginAirline	1590235870778	1590235870778	OK	 
REQUEST	1258		LoginAirline	1590235870778	1590235870778	OK	 
REQUEST	1218		LoginAirline	1590235870778	1590235870778	OK	 
REQUEST	1278		LoginAirline	1590235870778	1590235870779	OK	 
REQUEST	378		request_2	1590235870798	1590235870798	OK	 
REQUEST	358		request_2	1590235870798	1590235870799	OK	 
REQUEST	398		request_2	1590235870798	1590235870799	OK	 
REQUEST	338		request_2	1590235870798	1590235870799	OK	 
REQUEST	378		request_2 Redirect 1	1590235870798	1590235870800	OK	 
REQUEST	398		request_2 Redirect 1	1590235870799	1590235870801	OK	 
REQUEST	358		request_2 Redirect 1	1590235870799	1590235870801	OK	 
REQUEST	338		request_2 Redirect 1	1590235870799	1590235870801	OK	 
USER	AirlineDeleteRunway	1759	START	1590235870817	1590235870817
USER	AirlineListRunways	1699	START	1590235870817	1590235870817
USER	AirlineCreateRunway	1719	START	1590235870817	1590235870817
USER	AirlineEditRunway	1739	START	1590235870817	1590235870817
REQUEST	1719		Home	1590235870818	1590235870820	OK	 
REQUEST	1759		Home	1590235870818	1590235870820	OK	 
REQUEST	1739		Home	1590235870818	1590235870820	OK	 
REQUEST	1699		Home	1590235870818	1590235870820	OK	 
REQUEST	1279		LoginAirline	1590235870828	1590235870828	OK	 
REQUEST	1239		LoginAirline	1590235870828	1590235870829	OK	 
REQUEST	1259		LoginAirline	1590235870828	1590235870829	OK	 
REQUEST	1219		LoginAirline	1590235870828	1590235870829	OK	 
REQUEST	359		request_2	1590235870848	1590235870848	OK	 
REQUEST	339		request_2	1590235870848	1590235870850	OK	 
REQUEST	379		request_2	1590235870848	1590235870850	OK	 
REQUEST	399		request_2	1590235870848	1590235870850	OK	 
REQUEST	359		request_2 Redirect 1	1590235870849	1590235870850	OK	 
REQUEST	339		request_2 Redirect 1	1590235870850	1590235870851	OK	 
REQUEST	399		request_2 Redirect 1	1590235870850	1590235870851	OK	 
REQUEST	379		request_2 Redirect 1	1590235870850	1590235870852	OK	 
USER	AirlineDeleteRunway	1760	START	1590235870869	1590235870869
USER	AirlineEditRunway	1740	START	1590235870869	1590235870869
USER	AirlineListRunways	1700	START	1590235870869	1590235870869
USER	AirlineCreateRunway	1720	START	1590235870869	1590235870869
REQUEST	1760		Home	1590235870869	1590235870871	OK	 
REQUEST	1700		Home	1590235870869	1590235870871	OK	 
REQUEST	1720		Home	1590235870869	1590235870871	OK	 
REQUEST	1740		Home	1590235870869	1590235870871	OK	 
REQUEST	1240		LoginAirline	1590235870880	1590235870880	OK	 
REQUEST	1260		LoginAirline	1590235870880	1590235870881	OK	 
REQUEST	1220		LoginAirline	1590235870880	1590235870881	OK	 
REQUEST	1280		LoginAirline	1590235870880	1590235870881	OK	 
REQUEST	360		request_2	1590235870890	1590235870890	OK	 
REQUEST	340		request_2	1590235870890	1590235870891	OK	 
REQUEST	400		request_2	1590235870890	1590235870891	OK	 
REQUEST	380		request_2	1590235870890	1590235870891	OK	 
REQUEST	360		request_2 Redirect 1	1590235870891	1590235870892	OK	 
REQUEST	340		request_2 Redirect 1	1590235870891	1590235870893	OK	 
REQUEST	380		request_2 Redirect 1	1590235870892	1590235870893	OK	 
REQUEST	400		request_2 Redirect 1	1590235870891	1590235870893	OK	 
USER	AirlineCreateRunway	1721	START	1590235870921	1590235870921
USER	AirlineListRunways	1701	START	1590235870921	1590235870921
USER	AirlineDeleteRunway	1761	START	1590235870921	1590235870921
USER	AirlineEditRunway	1741	START	1590235870921	1590235870921
REQUEST	1741		Home	1590235870921	1590235870923	OK	 
REQUEST	1701		Home	1590235870921	1590235870924	OK	 
REQUEST	1721		Home	1590235870921	1590235870924	OK	 
REQUEST	1761		Home	1590235870921	1590235870924	OK	 
REQUEST	1221		LoginAirline	1590235870931	1590235870932	OK	 
REQUEST	1241		LoginAirline	1590235870931	1590235870932	OK	 
REQUEST	1261		LoginAirline	1590235870931	1590235870932	OK	 
REQUEST	1281		LoginAirline	1590235870931	1590235870933	OK	 
REQUEST	341		request_2	1590235870941	1590235870942	OK	 
REQUEST	401		request_2	1590235870941	1590235870942	OK	 
REQUEST	361		request_2	1590235870941	1590235870942	OK	 
REQUEST	381		request_2	1590235870941	1590235870942	OK	 
REQUEST	361		request_2 Redirect 1	1590235870942	1590235870944	OK	 
REQUEST	381		request_2 Redirect 1	1590235870942	1590235870944	OK	 
REQUEST	401		request_2 Redirect 1	1590235870942	1590235870944	OK	 
REQUEST	341		request_2 Redirect 1	1590235870942	1590235870944	OK	 
USER	AirlineDeleteRunway	1762	START	1590235870972	1590235870972
USER	AirlineEditRunway	1742	START	1590235870972	1590235870972
USER	AirlineListRunways	1702	START	1590235870972	1590235870972
USER	AirlineCreateRunway	1722	START	1590235870972	1590235870972
REQUEST	1762		Home	1590235870972	1590235870975	OK	 
REQUEST	1742		Home	1590235870972	1590235870975	OK	 
REQUEST	1722		Home	1590235870972	1590235870975	OK	 
REQUEST	1702		Home	1590235870972	1590235870975	OK	 
REQUEST	1242		LoginAirline	1590235870982	1590235870983	OK	 
REQUEST	1222		LoginAirline	1590235870982	1590235870983	OK	 
REQUEST	1282		LoginAirline	1590235870982	1590235870983	OK	 
REQUEST	1262		LoginAirline	1590235870982	1590235870983	OK	 
REQUEST	342		request_2	1590235871002	1590235871003	OK	 
REQUEST	362		request_2	1590235871002	1590235871003	OK	 
REQUEST	382		request_2	1590235871002	1590235871003	OK	 
REQUEST	402		request_2	1590235871002	1590235871004	OK	 
REQUEST	342		request_2 Redirect 1	1590235871003	1590235871005	OK	 
REQUEST	362		request_2 Redirect 1	1590235871003	1590235871005	OK	 
REQUEST	402		request_2 Redirect 1	1590235871004	1590235871005	OK	 
REQUEST	382		request_2 Redirect 1	1590235871003	1590235871005	OK	 
USER	AirlineListRunways	1703	START	1590235871023	1590235871023
USER	AirlineEditRunway	1743	START	1590235871023	1590235871023
USER	AirlineDeleteRunway	1763	START	1590235871023	1590235871023
USER	AirlineCreateRunway	1723	START	1590235871023	1590235871023
REQUEST	1703		Home	1590235871024	1590235871026	OK	 
REQUEST	1763		Home	1590235871024	1590235871026	OK	 
REQUEST	1743		Home	1590235871024	1590235871026	OK	 
REQUEST	1723		Home	1590235871024	1590235871026	OK	 
REQUEST	1223		LoginAirline	1590235871028	1590235871028	OK	 
REQUEST	1283		LoginAirline	1590235871028	1590235871029	OK	 
REQUEST	1263		LoginAirline	1590235871028	1590235871029	OK	 
REQUEST	1243		LoginAirline	1590235871028	1590235871029	OK	 
REQUEST	363		request_2	1590235871048	1590235871048	OK	 
REQUEST	383		request_2	1590235871048	1590235871049	OK	 
REQUEST	403		request_2	1590235871048	1590235871049	OK	 
REQUEST	343		request_2	1590235871048	1590235871049	OK	 
REQUEST	363		request_2 Redirect 1	1590235871048	1590235871050	OK	 
REQUEST	403		request_2 Redirect 1	1590235871049	1590235871050	OK	 
REQUEST	343		request_2 Redirect 1	1590235871049	1590235871050	OK	 
REQUEST	383		request_2 Redirect 1	1590235871049	1590235871050	OK	 
USER	AirlineListRunways	1704	START	1590235871068	1590235871068
USER	AirlineCreateRunway	1724	START	1590235871068	1590235871068
USER	AirlineEditRunway	1744	START	1590235871068	1590235871068
USER	AirlineDeleteRunway	1764	START	1590235871068	1590235871068
REQUEST	1744		Home	1590235871068	1590235871070	OK	 
REQUEST	1724		Home	1590235871068	1590235871070	OK	 
REQUEST	1764		Home	1590235871068	1590235871070	OK	 
REQUEST	1704		Home	1590235871068	1590235871070	OK	 
REQUEST	1284		LoginAirline	1590235871078	1590235871078	OK	 
REQUEST	1264		LoginAirline	1590235871078	1590235871079	OK	 
REQUEST	1244		LoginAirline	1590235871078	1590235871079	OK	 
REQUEST	1224		LoginAirline	1590235871078	1590235871079	OK	 
REQUEST	404		request_2	1590235871089	1590235871090	OK	 
REQUEST	384		request_2	1590235871089	1590235871090	OK	 
REQUEST	364		request_2	1590235871089	1590235871090	OK	 
REQUEST	344		request_2	1590235871089	1590235871090	OK	 
REQUEST	404		request_2 Redirect 1	1590235871090	1590235871091	OK	 
REQUEST	384		request_2 Redirect 1	1590235871090	1590235871091	OK	 
REQUEST	364		request_2 Redirect 1	1590235871090	1590235871091	OK	 
REQUEST	344		request_2 Redirect 1	1590235871090	1590235871092	OK	 
USER	AirlineEditRunway	1805	START	1590235871120	1590235871120
USER	AirlineListRunways	1765	START	1590235871120	1590235871120
USER	AirlineDeleteRunway	1825	START	1590235871120	1590235871120
USER	AirlineCreateRunway	1785	START	1590235871120	1590235871120
REQUEST	1785		Home	1590235871120	1590235871123	OK	 
REQUEST	1805		Home	1590235871120	1590235871123	OK	 
REQUEST	1825		Home	1590235871120	1590235871123	OK	 
REQUEST	1765		Home	1590235871120	1590235871123	OK	 
REQUEST	1345		LoginAirline	1590235871130	1590235871131	OK	 
REQUEST	1285		LoginAirline	1590235871130	1590235871131	OK	 
REQUEST	1305		LoginAirline	1590235871130	1590235871131	OK	 
REQUEST	1325		LoginAirline	1590235871130	1590235871131	OK	 
REQUEST	405		request_2	1590235871140	1590235871141	OK	 
REQUEST	445		request_2	1590235871140	1590235871142	OK	 
REQUEST	425		request_2	1590235871140	1590235871142	OK	 
REQUEST	465		request_2	1590235871140	1590235871142	OK	 
REQUEST	405		request_2 Redirect 1	1590235871141	1590235871143	OK	 
REQUEST	425		request_2 Redirect 1	1590235871142	1590235871143	OK	 
REQUEST	445		request_2 Redirect 1	1590235871142	1590235871143	OK	 
REQUEST	465		request_2 Redirect 1	1590235871142	1590235871143	OK	 
USER	AirlineCreateRunway	1786	START	1590235871170	1590235871170
USER	AirlineListRunways	1766	START	1590235871170	1590235871170
USER	AirlineEditRunway	1806	START	1590235871170	1590235871170
USER	AirlineDeleteRunway	1826	START	1590235871170	1590235871170
REQUEST	1826		Home	1590235871171	1590235871173	OK	 
REQUEST	1766		Home	1590235871171	1590235871173	OK	 
REQUEST	1806		Home	1590235871171	1590235871174	OK	 
REQUEST	1786		Home	1590235871171	1590235871174	OK	 
REQUEST	1286		LoginAirline	1590235871181	1590235871182	OK	 
REQUEST	1306		LoginAirline	1590235871181	1590235871182	OK	 
REQUEST	1346		LoginAirline	1590235871181	1590235871182	OK	 
REQUEST	1326		LoginAirline	1590235871181	1590235871182	OK	 
REQUEST	446		request_2	1590235871192	1590235871193	OK	 
REQUEST	426		request_2	1590235871192	1590235871193	OK	 
REQUEST	466		request_2	1590235871192	1590235871193	OK	 
REQUEST	406		request_2	1590235871192	1590235871193	OK	 
REQUEST	446		request_2 Redirect 1	1590235871193	1590235871194	OK	 
REQUEST	426		request_2 Redirect 1	1590235871193	1590235871195	OK	 
REQUEST	406		request_2 Redirect 1	1590235871193	1590235871195	OK	 
REQUEST	466		request_2 Redirect 1	1590235871193	1590235871195	OK	 
USER	AirlineCreateRunway	1787	START	1590235871218	1590235871218
USER	AirlineDeleteRunway	1827	START	1590235871218	1590235871218
USER	AirlineListRunways	1767	START	1590235871217	1590235871217
USER	AirlineEditRunway	1807	START	1590235871218	1590235871218
REQUEST	1787		Home	1590235871218	1590235871220	OK	 
REQUEST	1827		Home	1590235871218	1590235871220	OK	 
REQUEST	1767		Home	1590235871218	1590235871221	OK	 
REQUEST	1807		Home	1590235871218	1590235871221	OK	 
REQUEST	407		request_2	1590235871228	1590235871228	OK	 
REQUEST	1327		LoginAirline	1590235871228	1590235871228	OK	 
REQUEST	467		request_2	1590235871228	1590235871229	OK	 
REQUEST	427		request_2	1590235871228	1590235871229	OK	 
REQUEST	447		request_2	1590235871228	1590235871229	OK	 
REQUEST	1287		LoginAirline	1590235871228	1590235871230	OK	 
REQUEST	1347		LoginAirline	1590235871228	1590235871230	OK	 
REQUEST	1307		LoginAirline	1590235871228	1590235871230	OK	 
REQUEST	467		request_2 Redirect 1	1590235871229	1590235871230	OK	 
REQUEST	447		request_2 Redirect 1	1590235871229	1590235871231	OK	 
REQUEST	407		request_2 Redirect 1	1590235871228	1590235871231	OK	 
REQUEST	427		request_2 Redirect 1	1590235871229	1590235871231	OK	 
USER	AirlineListRunways	1768	START	1590235871267	1590235871267
USER	AirlineCreateRunway	1788	START	1590235871267	1590235871267
USER	AirlineEditRunway	1808	START	1590235871267	1590235871267
USER	AirlineDeleteRunway	1828	START	1590235871267	1590235871267
REQUEST	1828		Home	1590235871268	1590235871270	OK	 
REQUEST	1788		Home	1590235871268	1590235871270	OK	 
REQUEST	1768		Home	1590235871268	1590235871271	OK	 
REQUEST	1808		Home	1590235871268	1590235871271	OK	 
REQUEST	1308		LoginAirline	1590235871278	1590235871278	OK	 
REQUEST	1348		LoginAirline	1590235871278	1590235871279	OK	 
REQUEST	1288		LoginAirline	1590235871278	1590235871279	OK	 
REQUEST	1328		LoginAirline	1590235871278	1590235871279	OK	 
REQUEST	408		request_2	1590235871288	1590235871289	OK	 
REQUEST	448		request_2	1590235871288	1590235871289	OK	 
REQUEST	428		request_2	1590235871288	1590235871289	OK	 
REQUEST	468		request_2	1590235871288	1590235871289	OK	 
REQUEST	408		request_2 Redirect 1	1590235871289	1590235871291	OK	 
REQUEST	468		request_2 Redirect 1	1590235871289	1590235871291	OK	 
REQUEST	428		request_2 Redirect 1	1590235871289	1590235871291	OK	 
REQUEST	448		request_2 Redirect 1	1590235871289	1590235871291	OK	 
USER	AirlineListRunways	1769	START	1590235871318	1590235871318
USER	AirlineCreateRunway	1789	START	1590235871318	1590235871318
USER	AirlineEditRunway	1809	START	1590235871318	1590235871318
USER	AirlineDeleteRunway	1829	START	1590235871318	1590235871318
REQUEST	1769		Home	1590235871318	1590235871320	OK	 
REQUEST	1809		Home	1590235871318	1590235871320	OK	 
REQUEST	1789		Home	1590235871318	1590235871320	OK	 
REQUEST	1829		Home	1590235871318	1590235871320	OK	 
REQUEST	449		request_2	1590235871329	1590235871329	OK	 
REQUEST	1289		LoginAirline	1590235871329	1590235871329	OK	 
REQUEST	1329		LoginAirline	1590235871329	1590235871330	OK	 
REQUEST	1309		LoginAirline	1590235871329	1590235871330	OK	 
REQUEST	1349		LoginAirline	1590235871329	1590235871330	OK	 
REQUEST	469		request_2	1590235871329	1590235871331	OK	 
REQUEST	429		request_2	1590235871329	1590235871331	OK	 
REQUEST	409		request_2	1590235871329	1590235871331	OK	 
REQUEST	449		request_2 Redirect 1	1590235871330	1590235871332	OK	 
REQUEST	469		request_2 Redirect 1	1590235871331	1590235871333	OK	 
REQUEST	409		request_2 Redirect 1	1590235871331	1590235871333	OK	 
REQUEST	429		request_2 Redirect 1	1590235871331	1590235871333	OK	 
USER	AirlineListRunways	1770	START	1590235871369	1590235871369
USER	AirlineEditRunway	1810	START	1590235871369	1590235871369
USER	AirlineCreateRunway	1790	START	1590235871369	1590235871369
USER	AirlineDeleteRunway	1830	START	1590235871369	1590235871369
REQUEST	1770		Home	1590235871369	1590235871371	OK	 
REQUEST	1810		Home	1590235871369	1590235871371	OK	 
REQUEST	1790		Home	1590235871369	1590235871372	OK	 
REQUEST	1830		Home	1590235871369	1590235871372	OK	 
REQUEST	430		request_2	1590235871379	1590235871380	OK	 
REQUEST	1290		LoginAirline	1590235871379	1590235871380	OK	 
REQUEST	450		request_2	1590235871379	1590235871380	OK	 
REQUEST	410		request_2	1590235871379	1590235871380	OK	 
REQUEST	470		request_2	1590235871379	1590235871380	OK	 
REQUEST	430		request_2 Redirect 1	1590235871380	1590235871381	OK	 
REQUEST	1330		LoginAirline	1590235871379	1590235871381	OK	 
REQUEST	1310		LoginAirline	1590235871379	1590235871381	OK	 
REQUEST	1350		LoginAirline	1590235871379	1590235871381	OK	 
REQUEST	450		request_2 Redirect 1	1590235871380	1590235871382	OK	 
REQUEST	470		request_2 Redirect 1	1590235871380	1590235871382	OK	 
REQUEST	410		request_2 Redirect 1	1590235871380	1590235871382	OK	 
USER	AirlineListRunways	1771	START	1590235871422	1590235871422
USER	AirlineDeleteRunway	1831	START	1590235871422	1590235871422
