ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	acmevolar.performance.AirlineConsultaVuelo	airlineconsultavuelo	1589281407539	 	3.3.1
USER	AirlineConsultaVuelo	1750	START	1589281443792	1589281443792
REQUEST	1399		Login	1589281443792	1589281443793	OK	 
REQUEST	1750		Home	1589281443792	1589281443795	OK	 
REQUEST	299		AirlineLogged	1589281443803	1589281443804	OK	 
REQUEST	299		AirlineLogged Redirect 1	1589281443804	1589281443806	OK	 
USER	AirlineConsultaVuelo	1751	START	1589281443814	1589281443814
REQUEST	300		AirlineLogged	1589281443814	1589281443815	OK	 
REQUEST	1400		Login	1589281443814	1589281443815	OK	 
REQUEST	300		AirlineLogged Redirect 1	1589281443815	1589281443817	OK	 
REQUEST	1751		Home	1589281443814	1589281443817	OK	 
REQUEST	301		AirlineLogged	1589281443819	1589281443820	OK	 
REQUEST	301		AirlineLogged Redirect 1	1589281443820	1589281443822	OK	 
USER	AirlineConsultaVuelo	1752	START	1589281443829	1589281443829
REQUEST	1401		Login	1589281443829	1589281443830	OK	 
REQUEST	1752		Home	1589281443829	1589281443833	OK	 
USER	AirlineConsultaVuelo	1753	START	1589281443840	1589281443840
REQUEST	1753		Home	1589281443840	1589281443842	OK	 
REQUEST	302		AirlineLogged	1589281443851	1589281443852	OK	 
REQUEST	1402		Login	1589281443851	1589281443852	OK	 
REQUEST	302		AirlineLogged Redirect 1	1589281443852	1589281443854	OK	 
USER	AirlineConsultaVuelo	1754	START	1589281443861	1589281443861
REQUEST	1754		Home	1589281443861	1589281443863	OK	 
REQUEST	1403		Login	1589281443872	1589281443872	OK	 
USER	AirlineConsultaVuelo	1755	START	1589281443882	1589281443882
REQUEST	303		AirlineLogged	1589281443882	1589281443883	OK	 
REQUEST	1755		Home	1589281443882	1589281443885	OK	 
REQUEST	303		AirlineLogged Redirect 1	1589281443883	1589281443885	OK	 
REQUEST	1404		Login	1589281443892	1589281443893	OK	 
USER	AirlineConsultaVuelo	1756	START	1589281443903	1589281443903
REQUEST	1405		Login	1589281443903	1589281443904	OK	 
REQUEST	304		AirlineLogged	1589281443903	1589281443904	OK	 
REQUEST	304		AirlineLogged Redirect 1	1589281443905	1589281443906	OK	 
REQUEST	1756		Home	1589281443903	1589281443906	OK	 
USER	AirlineConsultaVuelo	1757	START	1589281443919	1589281443919
REQUEST	305		AirlineLogged	1589281443920	1589281443921	OK	 
REQUEST	305		AirlineLogged Redirect 1	1589281443921	1589281443922	OK	 
REQUEST	1757		Home	1589281443920	1589281443922	OK	 
REQUEST	1406		Login	1589281443930	1589281443930	OK	 
USER	AirlineConsultaVuelo	1758	START	1589281443941	1589281443941
REQUEST	306		AirlineLogged	1589281443941	1589281443942	OK	 
REQUEST	306		AirlineLogged Redirect 1	1589281443942	1589281443943	OK	 
REQUEST	1758		Home	1589281443941	1589281443943	OK	 
REQUEST	1407		Login	1589281443952	1589281443953	OK	 
REQUEST	307		AirlineLogged	1589281443952	1589281443953	OK	 
REQUEST	307		AirlineLogged Redirect 1	1589281443953	1589281443955	OK	 
USER	AirlineConsultaVuelo	1759	START	1589281443962	1589281443962
REQUEST	1759		Home	1589281443962	1589281443964	OK	 
REQUEST	308		AirlineLogged	1589281443972	1589281443973	OK	 
REQUEST	1408		Login	1589281443972	1589281443973	OK	 
REQUEST	308		AirlineLogged Redirect 1	1589281443973	1589281443974	OK	 
USER	AirlineConsultaVuelo	1760	START	1589281443982	1589281443982
REQUEST	1409		Login	1589281443982	1589281443983	OK	 
REQUEST	1760		Home	1589281443983	1589281443986	OK	 
REQUEST	309		AirlineLogged	1589281443993	1589281443994	OK	 
REQUEST	309		AirlineLogged Redirect 1	1589281443994	1589281443995	OK	 
USER	AirlineConsultaVuelo	1761	START	1589281444004	1589281444004
REQUEST	1761		Home	1589281444004	1589281444006	OK	 
REQUEST	310		AirlineLogged	1589281444009	1589281444009	OK	 
REQUEST	1410		Login	1589281444009	1589281444009	OK	 
REQUEST	310		AirlineLogged Redirect 1	1589281444009	1589281444011	OK	 
USER	AirlineConsultaVuelo	1762	START	1589281444019	1589281444019
REQUEST	1762		Home	1589281444019	1589281444022	OK	 
REQUEST	1411		Login	1589281444029	1589281444030	OK	 
USER	AirlineConsultaVuelo	1763	START	1589281444040	1589281444040
REQUEST	311		AirlineLogged	1589281444040	1589281444041	OK	 
REQUEST	311		AirlineLogged Redirect 1	1589281444041	1589281444042	OK	 
REQUEST	1763		Home	1589281444040	1589281444043	OK	 
REQUEST	312		AirlineLogged	1589281444050	1589281444051	OK	 
REQUEST	1412		Login	1589281444050	1589281444051	OK	 
REQUEST	312		AirlineLogged Redirect 1	1589281444052	1589281444054	OK	 
USER	AirlineConsultaVuelo	1764	START	1589281444060	1589281444060
REQUEST	1764		Home	1589281444060	1589281444062	OK	 
REQUEST	313		AirlineLogged	1589281444071	1589281444071	OK	 
REQUEST	1413		Login	1589281444071	1589281444071	OK	 
REQUEST	313		AirlineLogged Redirect 1	1589281444072	1589281444073	OK	 
USER	AirlineConsultaVuelo	1765	START	1589281444081	1589281444081
REQUEST	1765		Home	1589281444081	1589281444083	OK	 
REQUEST	314		AirlineLogged	1589281444092	1589281444093	OK	 
REQUEST	1414		Login	1589281444092	1589281444093	OK	 
REQUEST	314		AirlineLogged Redirect 1	1589281444093	1589281444095	OK	 
USER	AirlineConsultaVuelo	1766	START	1589281444103	1589281444103
REQUEST	1415		Login	1589281444103	1589281444104	OK	 
REQUEST	1766		Home	1589281444103	1589281444105	OK	 
USER	AirlineConsultaVuelo	1767	START	1589281444123	1589281444123
REQUEST	315		AirlineLogged	1589281444123	1589281444124	OK	 
REQUEST	315		AirlineLogged Redirect 1	1589281444125	1589281444126	OK	 
REQUEST	1767		Home	1589281444123	1589281444126	OK	 
REQUEST	1416		Login	1589281444134	1589281444135	OK	 
USER	AirlineConsultaVuelo	1768	START	1589281444139	1589281444139
REQUEST	316		AirlineLogged	1589281444139	1589281444140	OK	 
REQUEST	316		AirlineLogged Redirect 1	1589281444140	1589281444141	OK	 
REQUEST	1768		Home	1589281444139	1589281444141	OK	 
REQUEST	1417		Login	1589281444149	1589281444150	OK	 
USER	AirlineConsultaVuelo	1769	START	1589281444159	1589281444159
REQUEST	317		AirlineLogged	1589281444159	1589281444160	OK	 
REQUEST	317		AirlineLogged Redirect 1	1589281444161	1589281444161	OK	 
REQUEST	1769		Home	1589281444159	1589281444161	OK	 
REQUEST	1418		Login	1589281444169	1589281444170	OK	 
USER	AirlineConsultaVuelo	1770	START	1589281444180	1589281444180
REQUEST	318		AirlineLogged	1589281444180	1589281444181	OK	 
REQUEST	1770		Home	1589281444180	1589281444182	OK	 
REQUEST	318		AirlineLogged Redirect 1	1589281444181	1589281444182	OK	 
REQUEST	1419		Login	1589281444191	1589281444192	OK	 
USER	AirlineConsultaVuelo	1771	START	1589281444201	1589281444201
REQUEST	319		AirlineLogged	1589281444202	1589281444203	OK	 
REQUEST	1771		Home	1589281444202	1589281444204	OK	 
REQUEST	319		AirlineLogged Redirect 1	1589281444203	1589281444204	OK	 
REQUEST	320		AirlineLogged	1589281444212	1589281444213	OK	 
REQUEST	1420		Login	1589281444212	1589281444213	OK	 
REQUEST	320		AirlineLogged Redirect 1	1589281444213	1589281444214	OK	 
USER	AirlineConsultaVuelo	1772	START	1589281444223	1589281444223
REQUEST	1772		Home	1589281444223	1589281444225	OK	 
REQUEST	1421		Login	1589281444234	1589281444235	OK	 
USER	AirlineConsultaVuelo	1773	START	1589281444239	1589281444239
REQUEST	321		AirlineLogged	1589281444239	1589281444240	OK	 
REQUEST	321		AirlineLogged Redirect 1	1589281444240	1589281444241	OK	 
REQUEST	1773		Home	1589281444239	1589281444241	OK	 
REQUEST	1422		Login	1589281444249	1589281444250	OK	 
REQUEST	322		AirlineLogged	1589281444249	1589281444251	OK	 
REQUEST	322		AirlineLogged Redirect 1	1589281444251	1589281444253	OK	 
USER	AirlineConsultaVuelo	1774	START	1589281444259	1589281444259
REQUEST	1774		Home	1589281444259	1589281444261	OK	 
REQUEST	323		AirlineLogged	1589281444270	1589281444271	OK	 
REQUEST	1423		Login	1589281444270	1589281444271	OK	 
REQUEST	323		AirlineLogged Redirect 1	1589281444271	1589281444275	OK	 
USER	AirlineConsultaVuelo	1775	START	1589281444281	1589281444281
REQUEST	1775		Home	1589281444281	1589281444284	OK	 
REQUEST	324		AirlineLogged	1589281444292	1589281444293	OK	 
REQUEST	1424		Login	1589281444292	1589281444293	OK	 
REQUEST	324		AirlineLogged Redirect 1	1589281444293	1589281444295	OK	 
USER	AirlineConsultaVuelo	1776	START	1589281444303	1589281444303
REQUEST	325		AirlineLogged	1589281444303	1589281444304	OK	 
REQUEST	325		AirlineLogged Redirect 1	1589281444305	1589281444305	OK	 
REQUEST	1776		Home	1589281444303	1589281444306	OK	 
REQUEST	1425		Login	1589281444313	1589281444314	OK	 
USER	AirlineConsultaVuelo	1777	START	1589281444325	1589281444325
REQUEST	1426		Login	1589281444325	1589281444325	OK	 
REQUEST	1777		Home	1589281444325	1589281444327	OK	 
USER	AirlineConsultaVuelo	1778	START	1589281444339	1589281444339
REQUEST	326		AirlineLogged	1589281444339	1589281444340	OK	 
REQUEST	326		AirlineLogged Redirect 1	1589281444340	1589281444341	OK	 
REQUEST	1778		Home	1589281444339	1589281444341	OK	 
REQUEST	1427		Login	1589281444350	1589281444350	OK	 
USER	AirlineConsultaVuelo	1779	START	1589281444360	1589281444360
REQUEST	327		AirlineLogged	1589281444361	1589281444362	OK	 
REQUEST	327		AirlineLogged Redirect 1	1589281444362	1589281444363	OK	 
REQUEST	1779		Home	1589281444361	1589281444363	OK	 
REQUEST	328		AirlineLogged	1589281444372	1589281444372	OK	 
REQUEST	1428		Login	1589281444372	1589281444372	OK	 
REQUEST	328		AirlineLogged Redirect 1	1589281444372	1589281444374	OK	 
USER	AirlineConsultaVuelo	1780	START	1589281444382	1589281444382
REQUEST	1780		Home	1589281444382	1589281444384	OK	 
REQUEST	329		AirlineLogged	1589281444393	1589281444394	OK	 
REQUEST	1429		Login	1589281444393	1589281444394	OK	 
REQUEST	329		AirlineLogged Redirect 1	1589281444395	1589281444396	OK	 
USER	AirlineConsultaVuelo	1781	START	1589281444404	1589281444404
REQUEST	1781		Home	1589281444404	1589281444406	OK	 
REQUEST	1430		Login	1589281444409	1589281444409	OK	 
USER	AirlineConsultaVuelo	1782	START	1589281444419	1589281444419
REQUEST	330		AirlineLogged	1589281444419	1589281444420	OK	 
REQUEST	330		AirlineLogged Redirect 1	1589281444421	1589281444423	OK	 
REQUEST	1782		Home	1589281444419	1589281444424	OK	 
REQUEST	1431		Login	1589281444429	1589281444430	OK	 
USER	AirlineConsultaVuelo	1783	START	1589281444439	1589281444439
REQUEST	331		AirlineLogged	1589281444439	1589281444440	OK	 
REQUEST	1783		Home	1589281444439	1589281444441	OK	 
REQUEST	331		AirlineLogged Redirect 1	1589281444440	1589281444441	OK	 
REQUEST	1432		Login	1589281444450	1589281444450	OK	 
USER	AirlineConsultaVuelo	1784	START	1589281444460	1589281444460
REQUEST	332		AirlineLogged	1589281444460	1589281444461	OK	 
REQUEST	332		AirlineLogged Redirect 1	1589281444461	1589281444463	OK	 
REQUEST	1784		Home	1589281444460	1589281444463	OK	 
REQUEST	333		AirlineLogged	1589281444470	1589281444471	OK	 
REQUEST	1433		Login	1589281444470	1589281444471	OK	 
REQUEST	333		AirlineLogged Redirect 1	1589281444471	1589281444473	OK	 
USER	AirlineConsultaVuelo	1785	START	1589281444481	1589281444481
REQUEST	1785		Home	1589281444481	1589281444482	OK	 
REQUEST	334		AirlineLogged	1589281444492	1589281444492	OK	 
REQUEST	1434		Login	1589281444492	1589281444492	OK	 
REQUEST	334		AirlineLogged Redirect 1	1589281444493	1589281444494	OK	 
USER	AirlineConsultaVuelo	1786	START	1589281444502	1589281444502
REQUEST	1786		Home	1589281444503	1589281444505	OK	 
REQUEST	1435		Login	1589281444513	1589281444514	OK	 
USER	AirlineConsultaVuelo	1787	START	1589281444523	1589281444523
REQUEST	335		AirlineLogged	1589281444523	1589281444525	OK	 
REQUEST	335		AirlineLogged Redirect 1	1589281444525	1589281444526	OK	 
REQUEST	1787		Home	1589281444523	1589281444526	OK	 
REQUEST	1436		Login	1589281444534	1589281444535	OK	 
REQUEST	336		AirlineLogged	1589281444534	1589281444535	OK	 
REQUEST	336		AirlineLogged Redirect 1	1589281444535	1589281444537	OK	 
USER	AirlineConsultaVuelo	1788	START	1589281444545	1589281444545
REQUEST	1788		Home	1589281444545	1589281444547	OK	 
REQUEST	1437		Login	1589281444549	1589281444549	OK	 
USER	AirlineConsultaVuelo	1789	START	1589281444559	1589281444559
REQUEST	337		AirlineLogged	1589281444559	1589281444560	OK	 
REQUEST	337		AirlineLogged Redirect 1	1589281444560	1589281444561	OK	 
REQUEST	1789		Home	1589281444559	1589281444561	OK	 
REQUEST	1438		Login	1589281444569	1589281444569	OK	 
USER	AirlineConsultaVuelo	1790	START	1589281444579	1589281444579
REQUEST	338		AirlineLogged	1589281444580	1589281444580	OK	 
REQUEST	1439		Login	1589281444580	1589281444580	OK	 
REQUEST	1790		Home	1589281444580	1589281444583	OK	 
REQUEST	338		AirlineLogged Redirect 1	1589281444581	1589281444583	OK	 
REQUEST	339		AirlineLogged	1589281444590	1589281444591	OK	 
REQUEST	339		AirlineLogged Redirect 1	1589281444592	1589281444593	OK	 
USER	AirlineConsultaVuelo	1791	START	1589281444601	1589281444601
REQUEST	1791		Home	1589281444602	1589281444604	OK	 
REQUEST	340		AirlineLogged	1589281444612	1589281444612	OK	 
REQUEST	1440		Login	1589281444612	1589281444612	OK	 
REQUEST	340		AirlineLogged Redirect 1	1589281444613	1589281444614	OK	 
USER	AirlineConsultaVuelo	1792	START	1589281444622	1589281444622
REQUEST	341		AirlineLogged	1589281444622	1589281444623	OK	 
REQUEST	341		AirlineLogged Redirect 1	1589281444623	1589281444625	OK	 
REQUEST	1792		Home	1589281444622	1589281444625	OK	 
REQUEST	1441		Login	1589281444633	1589281444633	OK	 
USER	AirlineConsultaVuelo	1793	START	1589281444643	1589281444643
REQUEST	1793		Home	1589281444644	1589281444646	OK	 
REQUEST	1442		Login	1589281444655	1589281444655	OK	 
USER	AirlineConsultaVuelo	1794	START	1589281444659	1589281444659
REQUEST	342		AirlineLogged	1589281444659	1589281444660	OK	 
REQUEST	342		AirlineLogged Redirect 1	1589281444660	1589281444661	OK	 
REQUEST	1794		Home	1589281444659	1589281444661	OK	 
REQUEST	1443		Login	1589281444670	1589281444671	OK	 
USER	AirlineConsultaVuelo	1795	START	1589281444680	1589281444680
REQUEST	343		AirlineLogged	1589281444680	1589281444681	OK	 
REQUEST	343		AirlineLogged Redirect 1	1589281444681	1589281444682	OK	 
REQUEST	1795		Home	1589281444680	1589281444682	OK	 
REQUEST	344		AirlineLogged	1589281444690	1589281444691	OK	 
REQUEST	1444		Login	1589281444690	1589281444691	OK	 
REQUEST	344		AirlineLogged Redirect 1	1589281444691	1589281444692	OK	 
USER	AirlineConsultaVuelo	1796	START	1589281444701	1589281444701
REQUEST	1445		Login	1589281444701	1589281444701	OK	 
REQUEST	1796		Home	1589281444701	1589281444703	OK	 
REQUEST	345		AirlineLogged	1589281444711	1589281444712	OK	 
REQUEST	345		AirlineLogged Redirect 1	1589281444712	1589281444713	OK	 
USER	AirlineConsultaVuelo	1797	START	1589281444722	1589281444722
REQUEST	346		AirlineLogged	1589281444722	1589281444723	OK	 
REQUEST	1446		Login	1589281444722	1589281444723	OK	 
REQUEST	346		AirlineLogged Redirect 1	1589281444724	1589281444725	OK	 
REQUEST	1797		Home	1589281444722	1589281444725	OK	 
USER	AirlineConsultaVuelo	1798	START	1589281444744	1589281444744
REQUEST	1798		Home	1589281444744	1589281444747	OK	 
REQUEST	1447		Login	1589281444749	1589281444749	OK	 
USER	AirlineConsultaVuelo	1799	START	1589281444759	1589281444759
REQUEST	347		AirlineLogged	1589281444759	1589281444760	OK	 
REQUEST	347		AirlineLogged Redirect 1	1589281444760	1589281444761	OK	 
REQUEST	1799		Home	1589281444759	1589281444761	OK	 
REQUEST	1448		Login	1589281444769	1589281444770	OK	 
USER	AirlineConsultaVuelo	1800	START	1589281444780	1589281444780
REQUEST	348		AirlineLogged	1589281444780	1589281444781	OK	 
REQUEST	348		AirlineLogged Redirect 1	1589281444781	1589281444783	OK	 
REQUEST	1800		Home	1589281444780	1589281444783	OK	 
REQUEST	1449		Login	1589281444790	1589281444791	OK	 
USER	AirlineConsultaVuelo	1801	START	1589281444801	1589281444801
REQUEST	349		AirlineLogged	1589281444801	1589281444802	OK	 
REQUEST	349		AirlineLogged Redirect 1	1589281444802	1589281444804	OK	 
REQUEST	1801		Home	1589281444801	1589281444805	OK	 
REQUEST	350		AirlineLogged	1589281444812	1589281444813	OK	 
REQUEST	1450		Login	1589281444812	1589281444813	OK	 
REQUEST	350		AirlineLogged Redirect 1	1589281444813	1589281444815	OK	 
USER	AirlineConsultaVuelo	1802	START	1589281444823	1589281444823
REQUEST	351		AirlineLogged	1589281444823	1589281444824	OK	 
REQUEST	351		AirlineLogged Redirect 1	1589281444824	1589281444825	OK	 
REQUEST	1802		Home	1589281444823	1589281444825	OK	 
REQUEST	1451		Login	1589281444833	1589281444834	OK	 
USER	AirlineConsultaVuelo	1803	START	1589281444849	1589281444849
REQUEST	1452		Login	1589281444849	1589281444850	OK	 
REQUEST	1803		Home	1589281444849	1589281444851	OK	 
REQUEST	352		AirlineLogged	1589281444859	1589281444860	OK	 
REQUEST	352		AirlineLogged Redirect 1	1589281444860	1589281444861	OK	 
USER	AirlineConsultaVuelo	1804	START	1589281444869	1589281444869
REQUEST	1453		Login	1589281444870	1589281444870	OK	 
REQUEST	1804		Home	1589281444870	1589281444872	OK	 
REQUEST	353		AirlineLogged	1589281444881	1589281444881	OK	 
REQUEST	353		AirlineLogged Redirect 1	1589281444881	1589281444883	OK	 
USER	AirlineConsultaVuelo	1805	START	1589281444891	1589281444891
REQUEST	1454		Login	1589281444892	1589281444892	OK	 
REQUEST	1805		Home	1589281444892	1589281444894	OK	 
REQUEST	1455		Login	1589281444902	1589281444903	OK	 
REQUEST	354		AirlineLogged	1589281444903	1589281444904	OK	 
REQUEST	354		AirlineLogged Redirect 1	1589281444904	1589281444905	OK	 
USER	AirlineConsultaVuelo	1806	START	1589281444913	1589281444913
REQUEST	1806		Home	1589281444913	1589281444915	OK	 
REQUEST	355		AirlineLogged	1589281444924	1589281444925	OK	 
REQUEST	355		AirlineLogged Redirect 1	1589281444925	1589281444926	OK	 
USER	AirlineConsultaVuelo	1807	START	1589281444929	1589281444929
REQUEST	1456		Login	1589281444929	1589281444929	OK	 
REQUEST	1807		Home	1589281444929	1589281444931	OK	 
REQUEST	356		AirlineLogged	1589281444939	1589281444940	OK	 
REQUEST	1457		Login	1589281444939	1589281444940	OK	 
REQUEST	356		AirlineLogged Redirect 1	1589281444940	1589281444942	OK	 
USER	AirlineConsultaVuelo	1808	START	1589281444949	1589281444949
REQUEST	1808		Home	1589281444949	1589281444952	OK	 
REQUEST	357		AirlineLogged	1589281444960	1589281444961	OK	 
REQUEST	357		AirlineLogged Redirect 1	1589281444961	1589281444963	OK	 
USER	AirlineConsultaVuelo	1809	START	1589281444971	1589281444971
REQUEST	1458		Login	1589281444971	1589281444972	OK	 
REQUEST	1809		Home	1589281444971	1589281444974	OK	 
REQUEST	358		AirlineLogged	1589281444982	1589281444983	OK	 
REQUEST	358		AirlineLogged Redirect 1	1589281444983	1589281444985	OK	 
USER	AirlineConsultaVuelo	1810	START	1589281444993	1589281444993
REQUEST	1459		Login	1589281444993	1589281444994	OK	 
REQUEST	1810		Home	1589281444993	1589281444995	OK	 
REQUEST	359		AirlineLogged	1589281445003	1589281445004	OK	 
REQUEST	359		AirlineLogged Redirect 1	1589281445004	1589281445005	OK	 
USER	AirlineConsultaVuelo	1811	START	1589281445014	1589281445014
REQUEST	360		AirlineLogged	1589281445014	1589281445015	OK	 
REQUEST	1460		Login	1589281445014	1589281445015	OK	 
REQUEST	1811		Home	1589281445014	1589281445016	OK	 
REQUEST	360		AirlineLogged Redirect 1	1589281445015	1589281445016	OK	 
USER	AirlineConsultaVuelo	1812	START	1589281445029	1589281445029
REQUEST	1461		Login	1589281445029	1589281445030	OK	 
REQUEST	1812		Home	1589281445029	1589281445032	OK	 
REQUEST	361		AirlineLogged	1589281445039	1589281445040	OK	 
REQUEST	361		AirlineLogged Redirect 1	1589281445040	1589281445041	OK	 
USER	AirlineConsultaVuelo	1813	START	1589281445050	1589281445050
REQUEST	1813		Home	1589281445050	1589281445052	OK	 
REQUEST	1462		Login	1589281445060	1589281445061	OK	 
REQUEST	362		AirlineLogged	1589281445060	1589281445061	OK	 
REQUEST	362		AirlineLogged Redirect 1	1589281445061	1589281445062	OK	 
USER	AirlineConsultaVuelo	1814	START	1589281445071	1589281445071
REQUEST	1463		Login	1589281445071	1589281445072	OK	 
REQUEST	363		AirlineLogged	1589281445071	1589281445072	OK	 
